Id,WnvPresent
1,0.171122752782
2,0.0026678899222
3,0.133326520517
4,0.0026678899222
5,0.0026678899222
6,0.0930265458329
7,0.116423003703
8,0.0930265458329
9,0.00193337806691
10,0.00159378256646
11,0.00193337806691
12,0.00159378256646
13,0.00159378256646
14,0.00159378256646
15,0.0355263613709
16,0.00159378256646
17,0.0707813436281
18,0.00188678153565
19,0.0838922403901
20,0.0686509924639
21,0.0686509924639
22,0.0686509924639
23,0.0851810980691
24,0.0686509924639
25,0.106127336917
26,0.0017966605662
27,0.0958550672407
28,0.0513116821044
29,0.0513116821044
30,0.0513116821044
31,0.0814370849579
32,0.0513116821044
33,0.00225711999439
34,0.0017966605662
35,0.00225711999439
36,0.0017966605662
37,0.0017966605662
38,0.0017966605662
39,0.03987611707
40,0.0017966605662
41,0.0358409537741
42,0.0291840495994
43,0.0358409537741
44,0.00179848850407
45,0.00179848850407
46,0.0212013318622
47,0.045657245827
48,0.0212013318622
49,0.00225711999439
50,0.0456128779114
51,0.00225711999439
52,0.0017966605662
53,0.0017966605662
54,0.0017966605662
55,0.03987611707
56,0.0017966605662
57,0.00225711999439
58,0.0017966605662
59,0.00225711999439
60,0.0017966605662
61,0.0017966605662
62,0.0017966605662
63,0.03987611707
64,0.0017966605662
65,0.0507471747553
66,0.0323504421301
67,0.0629939573063
68,0.00198572078111
69,0.00198572078111
70,0.0321304967683
71,0.0501808741892
72,0.0321304967683
73,0.0761981191184
74,0.0708618697473
75,0.0716445912434
76,0.00159511892359
77,0.00159511892359
78,0.0708618697473
79,0.103290078011
80,0.0708618697473
81,0.0713429697517
82,0.0017966605662
83,0.00225711999439
84,0.0243733706617
85,0.0017966605662
86,0.0243733706617
87,0.0456128779114
88,0.0243733706617
89,0.024184051719
90,0.00165851040279
91,0.0967337420349
92,0.00165851040279
93,0.00165851040279
94,0.0225384320863
95,0.0422481751102
96,0.0225384320863
97,0.0546388631202
98,0.00183119694361
99,0.107950489342
100,0.00183119694361
101,0.00183119694361
102,0.0657192612295
103,0.0828754108907
104,0.0657192612295
105,0.00225711999439
106,0.0017966605662
107,0.00225711999439
108,0.0017966605662
109,0.0017966605662
110,0.0017966605662
111,0.03987611707
112,0.0017966605662
113,0.0498404653736
114,0.00122323797146
115,0.0941809311299
116,0.0515863412191
117,0.0515863412191
118,0.0515863412191
119,0.0694096255097
120,0.0515863412191
121,0.00202964685537
122,0.00187704383318
123,0.00202964685537
124,0.00187704383318
125,0.00187704383318
126,0.00187704383318
127,0.0415892068779
128,0.00187704383318
129,0.00217938997046
130,0.0017966605662
131,0.00217938997046
132,0.0017966605662
133,0.0017966605662
134,0.0017966605662
135,0.03987611707
136,0.0017966605662
137,0.066211925577
138,0.00165851040279
139,0.0379452667173
140,0.00165851040279
141,0.00165851040279
142,0.0269702158657
143,0.0422481751102
144,0.0269702158657
145,0.121261029656
146,0.00273725644946
147,0.130630812352
148,0.0679312676311
149,0.00273725644946
150,0.0679312676311
151,0.119096868265
152,0.0679312676311
153,0.184569609125
154,0.00283363986402
155,0.137489613462
156,0.00283363986402
157,0.00283363986402
158,0.0701617373593
159,0.122786007895
160,0.0701617373593
161,0.0756039696287
162,0.00197118888634
163,0.0740772424833
164,0.0498312512254
165,0.00197118888634
166,0.0498312512254
167,0.0886607745731
168,0.0498312512254
169,0.00225711999439
170,0.0017966605662
171,0.00225711999439
172,0.0017966605662
173,0.0017966605662
174,0.0017966605662
175,0.03987611707
176,0.0017966605662
177,0.00217938997046
