,Tavg,DewPoint,PrecipTotal,StnPressure,AvgSpeed,Precip_7d_avg,wind_abv_1std,Latitude,Longitude,Mos_WNV_Prob,Num_Years_Trap_WNV_Detection,Max_One_Year_Trap_WNV_Detections,Total_Train_Trap_WNV_Detections,Trap_WNV_Prob,Trap_Species_WNV_Prob,Trap_Species_Mos_Mean,Trap_Species_Mos_Median,Trap_Species_Mos_25percent,Trap_Species_Mos_75percent,Trap_Mos_Mean,Trap_Mos_Median,Trap_Mos_25percent,Trap_Mos_75percent,Species_Mos_Mean,Species_Mos_Median,Species_Mos_25percent,Species_Mos_75percent,Species_Obs_Proportion
0,0.703600727919,0.433340158585,-0.319916168205,0.870826403003,-0.649930789447,0.103875223367,0.0,1.03254142232,-1.26344941012,0.171019865596,2.05019368916,1.16265780354,1.99876845348,1.15464720632,1.39576268726,0.43088505665,0.767257987204,0.379247191439,0.384196303236,0.384598309068,0.810110289228,0.791777496205,0.502593887241,0.255114147291,0.913741555555,0.676958552007,0.975489639967,0.967227450671
1,0.703600727919,0.433340158585,-0.319916168205,0.870826403003,-0.649930789447,0.103875223367,0.0,1.21451543364,-1.5468376304,0.171019865596,-0.715267319216,0.163922258739,-0.243100609946,1.70558502322,1.76943872892,-0.307921551271,-0.401470198202,-0.379665078234,-0.335796547818,-0.440329653408,-0.370458943827,-0.609927925559,-0.542961648558,0.255114147291,0.913741555555,0.676958552007,0.975489639967,0.967227450671
2,0.703600727919,0.433340158585,-0.319916168205,0.870826403003,-0.649930789447,0.103875223367,0.0,0.21097083313,0.482574641125,0.171019865596,0.206553016909,-0.501901437793,-0.243100609946,-0.603421350953,-0.305107571294,0.0342448919613,0.377681925402,0.18951912402,0.224197891891,-0.124541733713,0.135499298911,0.0909247853232,0.117389216157,0.255114147291,0.913741555555,0.676958552007,0.975489639967,0.967227450671
3,0.703600727919,0.433340158585,-0.319916168205,0.870826403003,-0.649930789447,0.103875223367,0.0,0.700965806142,0.00629541696868,0.171019865596,-1.63708765534,-1.16772513432,-1.05832572392,-1.29396531332,-0.846293562653,-0.294095794652,-0.498864213653,-0.379665078234,-0.44779543576,-0.48295698008,-0.707764438986,-0.609927925559,-0.65302012601,0.255114147291,0.913741555555,0.676958552007,0.975489639967,0.967227450671
4,0.703600727919,0.433340158585,-0.319916168205,0.870826403003,-0.649930789447,0.103875223367,0.0,0.725561705812,0.7459528288,0.171019865596,-0.715267319216,0.496834107005,-0.0392943314523,-0.349225049844,-0.074438132353,-0.181409878599,-0.109288151851,-0.126694321677,-0.127798613069,-0.312976573652,-0.201806196248,0.0909247853232,-0.322844693653,0.255114147291,0.913741555555,0.676958552007,0.975489639967,0.967227450671
5,0.703600727919,0.433340158585,-0.319916168205,0.870826403003,-0.649930789447,0.103875223367,0.0,-1.46612807096,0.215080239847,0.171019865596,-0.715267319216,1.16265780354,0.368318225535,2.61242582264,2.09640526536,0.984583372691,1.30292507218,-0.126694321677,1.49618526209,0.602582890684,0.135499298911,0.0909247853232,1.19045937132,0.255114147291,0.913741555555,0.676958552007,0.975489639967,0.967227450671
6,0.703600727919,0.433340158585,-0.319916168205,0.870826403003,-0.649930789447,0.103875223367,0.0,0.436273776785,0.990129950714,0.171019865596,-1.63708765534,-1.16772513432,-1.05832572392,-1.29396531332,-0.846293562653,-0.385996412181,-0.401470198202,-0.379665078234,-0.44779543576,-0.552341719598,-0.623438065196,-0.609927925559,-0.65302012601,0.255114147291,0.913741555555,0.676958552007,0.975489639967,0.967227450671
7,0.703600727919,0.433340158585,-0.319916168205,0.870826403003,-0.649930789447,0.103875223367,0.0,1.44940533743,-1.19913654673,0.171019865596,-0.715267319216,0.496834107005,-0.0392943314523,2.99110659602,1.76943872892,-0.159091347663,-0.304076182752,-0.379665078234,-0.191797977607,-0.319090893134,-0.539111691406,-0.609927925559,-0.309087383971,0.255114147291,0.913741555555,0.676958552007,0.975489639967,0.967227450671
8,0.703600727919,0.433340158585,-0.319916168205,0.870826403003,-0.649930789447,0.103875223367,0.0,1.62107946399,0.083504163435,0.171019865596,-1.63708765534,-1.16772513432,-1.05832572392,-1.29396531332,-0.846293562653,-0.353437176004,-0.401470198202,-0.379665078234,-0.415795753491,-0.528456975985,-0.539111691406,-0.609927925559,-0.65302012601,0.255114147291,0.913741555555,0.676958552007,0.975489639967,0.967227450671
9,0.703600727919,0.433340158585,-0.319916168205,0.870826403003,-0.649930789447,0.103875223367,0.0,1.03254142232,-1.26344941012,-1.18565653747,2.05019368916,1.16265780354,1.99876845348,1.15464720632,-0.846293562653,0.308381882034,0.0854998790504,0.126276434881,0.000200116007111,0.384598309068,0.810110289228,0.791777496205,0.502593887241,-1.13007149739,-1.03344468617,-1.45346243881,-0.944825028157,-1.163784514
10,0.703600727919,0.433340158585,-0.319916168205,0.870826403003,-0.649930789447,0.103875223367,0.0,1.21451543364,-1.5468376304,-1.18565653747,-0.715267319216,0.163922258739,-0.243100609946,1.70558502322,-0.846293562653,-0.405027159527,-0.401470198202,-0.316422389095,-0.455795356327,-0.440329653408,-0.370458943827,-0.609927925559,-0.542961648558,-1.13007149739,-1.03344468617,-1.45346243881,-0.944825028157,-1.163784514
11,0.703600727919,0.433340158585,-0.319916168205,0.870826403003,-0.649930789447,0.103875223367,0.0,0.21097083313,0.482574641125,-1.18565653747,0.206553016909,-0.501901437793,-0.243100609946,-0.603421350953,-0.525999812665,-0.108601609805,0.0854998790504,-0.126694321677,-0.031799566262,-0.124541733713,0.135499298911,0.0909247853232,0.117389216157,-1.13007149739,-1.03344468617,-1.45346243881,-0.944825028157,-1.163784514
