Id,WnvPresent
1,0.122614494484
2,0.00654882775504
3,0.114554354423
4,0.0037066115919
5,0.0037066115919
6,0.0704785794786
7,0.121492159837
8,0.074672166588
9,0.00256973492619
10,0.00266291639156
11,0.00256973492619
12,0.00262999451388
13,0.00262999451388
14,0.00261800538007
15,0.026640417778
16,0.00264163321097
17,0.0788950617479
18,0.00284747339529
19,0.0763405575882
20,0.0625068255585
21,0.062161661416
22,0.0625068255585
23,0.0705281013253
24,0.0603474718617
25,0.0786281198173
26,0.00307023653645
27,0.0721405581233
28,0.0512204177433
29,0.0513507190965
30,0.0515670649397
31,0.0802176299027
32,0.0523392267096
33,0.00270653842623
34,0.00268070468689
35,0.00272390494141
36,0.00269261788191
37,0.00269261788191
38,0.00270393500009
39,0.030104111766
40,0.0027213178888
41,0.0594404733224
42,0.0353558990815
43,0.0428750863643
44,0.00295164321562
45,0.00297687029403
46,0.0218487595169
47,0.0500502769189
48,0.022911424305
49,0.00264809079702
50,0.0415263726506
51,0.0026709310125
52,0.00270871981008
53,0.00269759271357
54,0.00269759271357
55,0.0380229148083
56,0.00270257003776
57,0.00271572217787
58,0.00273644975315
59,0.00271090463855
60,0.00273644975315
61,0.00273644975315
62,0.00273644975315
63,0.028318005132
64,0.00275247486208
65,0.0587544679519
66,0.0289804325849
67,0.0620911266356
68,0.00322038496383
69,0.00322038496383
70,0.0285490023537
71,0.05258089538
72,0.029746937605
73,0.111087205026
74,0.0939506075256
75,0.139268858123
76,0.003898964444
77,0.00383630888301
78,0.107491438558
79,0.121897839929
80,0.117093913308
81,0.0731308329855
82,0.0028016979851
83,0.00275195724894
84,0.0259980577103
85,0.0028016979851
86,0.0259980577103
87,0.0428370974484
88,0.0252012676916
89,0.0325556875164
90,0.00352091517562
91,0.0717714249337
92,0.00298232809596
93,0.00298232809596
94,0.0276981400192
95,0.0470219881901
96,0.0283745186326
97,0.0944264098162
98,0.00336561213275
99,0.0994782304461
100,0.00344080881821
101,0.00344080881821
102,0.0645065945791
103,0.0956058418099
104,0.0594065528622
