Id,WnvPresent
1,0.103625910622
2,0.003169689877
3,0.169490344735
4,0.00277253840224
5,0.00277253840224
6,0.07913841917
7,0.101150239829
8,0.0808573718908
9,0.00239150203373
10,0.00223664602594
11,0.00239150203373
12,0.00223664602594
13,0.00223664602594
14,0.00223664602594
15,0.0271010368179
16,0.00228938060759
17,0.135366238857
18,0.00269449568763
19,0.150367656198
20,0.0729790189671
21,0.0729790189671
22,0.0729790189671
23,0.0868182286481
24,0.0745750189867
25,0.0781419827181
26,0.00235559283032
27,0.0781419827181
28,0.0521274390311
29,0.0521274390311
30,0.0521274390311
31,0.0815686831338
32,0.0535446464166
33,0.00238638840429
34,0.00223186277658
35,0.00239823513751
36,0.00223186277658
37,0.00223186277658
38,0.00223186277658
39,0.0270445203506
40,0.00228448483925
41,0.0453668407923
42,0.0275009792389
43,0.046399818799
44,0.00231319708496
45,0.00231319708496
46,0.0245944211389
47,0.0433149658528
48,0.0252830449122
49,0.00238638840429
50,0.0420504957083
51,0.00238638840429
52,0.00223186277658
53,0.00223186277658
54,0.00223186277658
55,0.0430128555779
56,0.00228448483925
57,0.00238638840429
58,0.00223186277658
59,0.00238638840429
60,0.00223186277658
61,0.00223186277658
62,0.00223186277658
63,0.0270445203506
64,0.00228448483925
65,0.0541251660677
66,0.0257987691278
67,0.0652726259985
68,0.00217730315889
69,0.00217730315889
70,0.0257987691278
71,0.0439164329638
72,0.0286346149741
73,0.128711951368
74,0.0930025344789
75,0.151949793173
76,0.00271101488105
77,0.00271101488105
78,0.102492139851
79,0.116356489921
80,0.109480531194
81,0.0863348307355
82,0.00223186277658
83,0.00238638840429
84,0.0264295654428
85,0.00223186277658
86,0.0264295654428
87,0.0430128555779
88,0.0270372523615
89,0.0289533271478
90,0.00230078556549
91,0.0923885187597
92,0.00235559283032
93,0.00235559283032
94,0.0278573148072
95,0.0427327346166
96,0.0286346149741
97,0.125068845523
98,0.0023885614976
99,0.0945262886908
100,0.0023885614976
101,0.0023885614976
102,0.0637169126828
103,0.0887975770979
104,0.065742841653
105,0.00238638840429
106,0.00223186277658
107,0.00238638840429
108,0.00223186277658
109,0.00223186277658
110,0.00223186277658
111,0.0270445203506
112,0.00228448483925
113,0.146194579898
114,0.00249061923712
115,0.149507962019
116,0.0860753092082
117,0.0860753092082
118,0.0860753092082
119,0.0962409501283
120,0.0948914852205
121,0.00239150203373
122,0.00223664602594
123,0.00239150203373
124,0.00223664602594
125,0.00223664602594
126,0.00223664602594
127,0.0249205746849
128,0.00228938060759
129,0.00239823513751
130,0.00223186277658
131,0.00238638840429
132,0.00223186277658
133,0.00223186277658
134,0.00223186277658
135,0.0270445203506
136,0.00228448483925
137,0.0873083284253
138,0.00232468132164
139,0.0466199505125
140,0.00231319708496
141,0.00231319708496
142,0.0273685325959
143,0.0433149658528
144,0.028132588996
145,0.0770191396754
146,0.00266858047397
147,0.140074774892
148,0.0498915557659
149,0.00265540185126
150,0.0498915557659
151,0.0874320316625
152,0.051010432228
153,0.0908015155884
154,0.00274785336575
155,0.128283778574
156,0.00252740494106
157,0.00252740494106
158,0.0473708097414
159,0.0898025624274
160,0.0524502265377
161,0.101732414046
162,0.0024969293805
163,0.0740919207507
164,0.0468226898042
165,0.00229656514647
166,0.0468226898042
167,0.0801235049473
168,0.0478762113637
169,0.00238638840429
170,0.00223186277658
171,0.00238638840429
172,0.00223186277658
173,0.00223186277658
174,0.00223186277658
175,0.0270445203506
176,0.00228448483925
177,0.00239150203373
178,0.00223664602594
179,0.00239150203373
180,0.00223664602594
181,0.00223664602594
182,0.00223664602594
183,0.0271010368179
184,0.00228938060759
185,0.0696465905899
186,0.0299478664273
187,0.144319950561
188,0.00233364190604
189,0.0438904089905
190,0.0438904089905
191,0.0725329209269
192,0.0486156789783
193,0.0861880219746
194,0.00236716512584
195,0.0457781057563
196,0.0278573148072
197,0.00235547150899
198,0.0278573148072
199,0.0427327346166
200,0.0286346149741
201,0.0459954301831
202,0.00235559283032
203,0.0838597073195
204,0.00235559283032
