Id,WnvPresent
1,0.138831681223
2,0.00487409743481
3,0.154661871462
4,0.00483814725522
5,0.00483814725522
6,0.10321283467
7,0.124206879099
8,0.10321283467
9,0.00234555046751
10,0.00248584511462
11,0.00234555046751
12,0.00248584511462
13,0.00248584511462
14,0.00248584511462
15,0.0310626427104
16,0.00248584511462
17,0.0991185400109
18,0.00370267990666
19,0.0978395405093
20,0.0784659000346
21,0.0784659000346
22,0.0784659000346
23,0.0931696558899
24,0.0784659000346
25,0.114428681487
26,0.00388462982258
27,0.10013942919
28,0.0863362995562
29,0.0863362995562
30,0.0863362995562
31,0.102184724693
32,0.0863362995562
33,0.00274288168021
34,0.00289730332041
35,0.00274288168021
36,0.00284979576949
37,0.00284979576949
38,0.00284979576949
39,0.0389449581122
40,0.00284979576949
41,0.0450447833417
42,0.0346414691826
43,0.0450447833417
44,0.00362195048105
45,0.00362195048105
46,0.0252121059168
47,0.0590202909665
48,0.0252121059168
49,0.00287421747363
50,0.0490481114447
51,0.00287421747363
52,0.00299882015054
53,0.00299882015054
54,0.00299882015054
55,0.0432001790618
56,0.00299882015054
57,0.00272166038034
58,0.00286782283161
59,0.00272166038034
60,0.00286782283161
61,0.00286782283161
62,0.00286782283161
63,0.0392448645677
64,0.00286782283161
65,0.0811597933044
66,0.046197620321
67,0.0812988581609
68,0.00440786219837
69,0.00440786219837
70,0.0436183973915
71,0.0825595033468
72,0.0436183973915
73,0.153130110076
74,0.112446955642
75,0.168536458946
76,0.00459657719135
77,0.00459657719135
78,0.113705043858
79,0.128107063905
80,0.113705043858
81,0.076282605643
82,0.00324244703419
83,0.00301688496712
84,0.0287896586225
85,0.00320004220682
86,0.0287896586225
87,0.0558607431
88,0.0287896586225
89,0.0306217037766
90,0.00340421229034
91,0.0967214954663
92,0.00340216081327
93,0.00340216081327
94,0.0288229578111
95,0.0548872988376
96,0.0288229578111
97,0.154111798744
98,0.00443432908941
99,0.124425061694
100,0.00436933267027
101,0.00436933267027
102,0.0946094224879
103,0.11096114233
104,0.0946094224879
105,0.0027570139079
106,0.00295993728235
107,0.0027570139079
108,0.00290944118062
109,0.00290944118062
110,0.00290944118062
111,0.0406485136255
112,0.00290944118062
113,0.079080745185
114,0.00329155198699
115,0.111669362927
116,0.0761381605769
117,0.0761381605769
118,0.0761381605769
119,0.0721532494471
120,0.0761381605769
121,0.00210005776759
122,0.00241897472769
123,0.00210005776759
124,0.00241897472769
125,0.00241897472769
126,0.00241897472769
127,0.0290760069376
128,0.00241897472769
129,0.00249062462238
130,0.0026422229104
131,0.00249062462238
132,0.0026422229104
133,0.0026422229104
134,0.0026422229104
135,0.0349508450342
136,0.0026422229104
137,0.0835999146478
138,0.00345148227128
139,0.0621388683332
140,0.00338447474807
141,0.00338447474807
142,0.0339429978869
143,0.0650293321505
144,0.0339429978869
145,0.0969565439178
146,0.00466661091777
147,0.115009296767
148,0.0718267515217
149,0.00464150224473
150,0.0718267515217
151,0.117932684305
152,0.0718267515217
153,0.15420772037
154,0.00564188094976
155,0.180835874403
156,0.00561677227672
157,0.00561677227672
158,0.0904046094248
159,0.141913147496
160,0.0904046094248
161,0.060578162984
162,0.00380844945003
163,0.0650761836752
164,0.0543339177765
165,0.00378494152766
166,0.0543339177765
167,0.0868606866358
168,0.0543339177765
169,0.00276109832206
170,0.00291029378079
171,0.00276109832206
172,0.00291029378079
173,0.00291029378079
174,0.00291029378079
175,0.039798270763
176,0.00291029378079
177,0.00251885024451
178,0.00269247870508
179,0.00251885024451
180,0.00269247870508
181,0.00269247870508
182,0.00269247870508
183,0.0351463621227
184,0.00269247870508
185,0.0993196583963
186,0.0534954780191
187,0.161866332203
188,0.00517671164514
189,0.0708117157892
190,0.0708117157892
191,0.116513730728
192,0.0708117157892
193,0.0891505413414
194,0.00372677203363
195,0.0446081999334
196,0.0326504732053
197,0.00370494010953
198,0.0326504732053
199,0.060707659161
200,0.0326504732053
201,0.0652516343774
202,0.0042925356425
203,0.118315737803
204,0.00426804152844
205,0.00426804152844
206,0.0530428390796
207,0.0937757739071
208,0.0530428390796
209,0.0519299777224
210,0.0554177411611
211,0.0699928126253
212,0.00343081242194
213,0.00343081242194
214,0.0349176562888
215,0.0734130505707
216,0.0349176562888
217,0.060669791086
218,0.093924995301
219,0.127140960135
220,0.0590184809973
221,0.0049957769269
222,0.0590184809973
223,0.107885865865
224,0.0590184809973
225,0.00276665697243
226,0.00297061107193
227,0.00276665697243
228,0.0029201149702
229,0.0029201149702
230,0.0029201149702
231,0.0401104848006
232,0.0029201149702
233,0.1218481571
234,0.00626386061942
235,0.189829237677
236,0.0062421113467
237,0.0062421113467
238,0.0744469977308
239,0.118949758696
240,0.0744469977308
241,0.00236989546036
242,0.00252199750212
243,0.00236989546036
244,0.00252199750212
245,0.00252199750212
246,0.00252199750212
247,0.0331847296784
248,0.00252199750212
249,0.00266819775102
250,0.00286852897095
251,0.106172672032
252,0.0379925160025
253,0.0379925160025
254,0.0379925160025
255,0.0660061526801
256,0.0379925160025
257,0.00292359216472
258,0.00314797159916
259,0.0750310537384
260,0.00309747549742
261,0.00309747549742
262,0.00309747549742
263,0.0446823729746
264,0.00309747549742
265,0.00261490206652
266,0.00276124052807
267,0.00261490206652
268,0.00276124052807
269,0.00276124052807
270,0.00276124052807
271,0.0377908799636
272,0.00276124052807
273,0.0383610396433
274,0.0537907840286
275,0.105501662687
276,0.00412762090184
277,0.0401846343105
278,0.0401846343105
279,0.0773072549454
280,0.0401846343105
281,0.00257217406666
282,0.00270821092454
283,0.00257217406666
284,0.00266070337362
285,0.00266070337362
286,0.00266070337362
287,0.0348489690492
288,0.00266070337362
289,0.00227442476303
290,0.0026188632264
291,0.00227442476303
292,0.00257442816053
293,0.00257442816053
294,0.00257442816053
295,0.0332294443896
296,0.00257442816053
297,0.0918006197456
298,0.00405367110625
299,0.0918006197456
300,0.00403183918215
301,0.00403183918215
302,0.0405429971433
303,0.0828978310333
304,0.0405429971433
305,0.00319090023291
306,0.0463983305068
